timestamp,messageType,latency,statusCode,roomId
1773003561035,TEXT,202,success,19
1773003561009,TEXT,228,success,7
1773003561036,TEXT,241,success,13
1773003561008,TEXT,277,success,16
1773003561009,TEXT,281,success,3
1773003561038,TEXT,252,success,13
1773003561026,TEXT,264,success,11
1773003561035,TEXT,256,success,1
1773003561026,TEXT,270,success,11
1773003561037,TEXT,259,success,4
1773003561037,TEXT,259,success,20
1773003561037,TEXT,259,success,19
1773003561007,TEXT,289,success,19
1773003561036,TEXT,261,success,2
1773003561029,JOIN,268,success,9
1773003561026,TEXT,272,success,4
1773003561028,TEXT,271,success,8
1773003561025,TEXT,274,success,3
1773003561025,TEXT,274,success,16
1773003561040,TEXT,259,success,12
1773003561033,TEXT,266,success,13
1773003561037,TEXT,262,success,13
1773003561023,TEXT,276,success,17
1773003561026,TEXT,274,success,8
1773003561026,TEXT,274,success,5
1773003561007,LEAVE,292,success,18
1773003561025,TEXT,275,success,11
1773003561023,TEXT,277,success,18
1773003561026,TEXT,275,success,11
1773003561038,TEXT,263,success,15
1773003561033,TEXT,268,success,15
1773003561025,TEXT,276,success,17
1773003561237,TEXT,65,success,19
1773003561237,TEXT,86,success,7
1773003561277,TEXT,46,success,13
1773003561290,TEXT,34,success,3
1773003561323,TEXT,43,broadcast,13
1773003561300,TEXT,82,broadcast,13
1773003561290,TEXT,97,success,13
1773003561290,TEXT,97,success,11
1773003561291,TEXT,96,success,1
1773003561303,LEAVE,84,success,19
1773003561301,TEXT,91,success,18
1773003561299,TEXT,93,success,11
1773003561299,TEXT,93,success,4
1773003561300,TEXT,92,success,4
1773003561301,TEXT,91,success,8
1773003561299,TEXT,93,success,20
1773003561300,JOIN,92,success,13
1773003561300,TEXT,92,success,3
1773003561299,TEXT,93,success,19
1773003561300,TEXT,92,success,2
1773003561301,TEXT,91,success,17
1773003561299,TEXT,93,broadcast,19
1773003561300,TEXT,92,success,9
1773003561301,TEXT,91,success,17
1773003561301,TEXT,91,success,18
1773003561301,TEXT,91,success,11
1773003561300,TEXT,92,success,12
1773003561300,TEXT,92,success,16
1773003561301,TEXT,91,success,15
1773003561300,TEXT,92,success,8
1773003561301,TEXT,91,success,15
1773003561285,TEXT,107,success,16
1773003561301,TEXT,91,success,5
1773003561324,JOIN,77,success,3
1773003561301,TEXT,100,success,11
1773003561366,TEXT,35,success,13
1773003561323,TEXT,78,success,7
1773003561401,TEXT,11,broadcast,7
1773003561382,LEAVE,30,success,13
1773003561412,TEXT,3,broadcast,7
1773003561393,TEXT,31,broadcast,16
1773003561387,TEXT,37,broadcast,13
1773003561387,TEXT,37,broadcast,19
1773003561424,TEXT,0,broadcast,16
1773003561393,JOIN,31,broadcast,19
1773003561393,JOIN,31,broadcast,16
1773003561392,TEXT,32,broadcast,13
1773003561401,TEXT,28,success,13
1773003561393,TEXT,36,success,19
1773003561412,TEXT,21,success,13
1773003561424,LEAVE,46,broadcast,16
1773003561387,TEXT,86,success,11
1773003561387,TEXT,103,success,1
1773003561424,TEXT,66,success,19
1773003561424,TEXT,66,success,13
1773003561415,TEXT,90,broadcast,7
1773003561424,TEXT,81,success,16
1773003561392,TEXT,113,success,8
1773003561392,JOIN,113,success,11
1773003561392,TEXT,113,success,4
1773003561392,TEXT,113,success,20
1773003561392,TEXT,113,success,4
1773003561393,TEXT,112,success,12
1773003561424,TEXT,81,success,13
1773003561393,TEXT,112,success,15
1773003561392,TEXT,113,success,18
1773003561393,TEXT,112,success,2
1773003561392,TEXT,113,success,3
1773003561424,TEXT,81,success,19
1773003561393,TEXT,112,success,15
1773003561393,TEXT,112,success,17
1773003561393,TEXT,112,success,17
1773003561393,TEXT,112,success,9
1773003561393,TEXT,112,success,11
1773003561401,TEXT,108,success,3
1773003561393,TEXT,116,success,8
1773003561393,TEXT,119,success,5
1773003561393,LEAVE,123,success,18
1773003561470,TEXT,46,success,16
1773003561429,TEXT,87,success,19
1773003561429,TEXT,87,success,13
1773003561433,TEXT,87,success,13
1773003561490,TEXT,30,success,13
1773003561490,TEXT,34,success,19
1773003561401,TEXT,127,success,11
1773003561505,TEXT,23,success,7
1773003561528,TEXT,0,success,7
1773003561528,TEXT,0,success,7
1773003561520,TEXT,12,success,13
1773003561473,TEXT,59,success,11
1773003561505,TEXT,27,success,13
1773003561505,TEXT,33,broadcast,16
1773003561506,TEXT,32,success,19
1773003561505,TEXT,33,broadcast,2
1773003561538,TEXT,0,broadcast,2
1773003561538,JOIN,0,broadcast,16
1773003561524,LEAVE,17,success,19
1773003561516,TEXT,29,success,16
1773003561516,TEXT,29,success,13
1773003561545,TEXT,0,broadcast,16
1773003561545,TEXT,0,success,16
1773003561516,TEXT,35,success,19
1773003561520,TEXT,31,success,13
1773003561512,TEXT,62,broadcast,5
1773003561528,TEXT,55,success,7
1773003561505,TEXT,78,success,18
1773003561505,TEXT,78,success,8
1773003561505,TEXT,78,success,20
1773003561532,TEXT,51,success,13
1773003561505,TEXT,78,success,11
1773003561505,TEXT,78,success,4
1773003561505,JOIN,78,success,4
1773003561538,TEXT,49,success,19
1773003561505,TEXT,82,success,12
1773003561490,TEXT,97,success,1
1773003561505,JOIN,82,success,15
1773003561506,TEXT,81,success,15
1773003561506,TEXT,84,success,17
1773003561574,TEXT,19,broadcast,5
1773003561538,TEXT,89,success,16
1773003561545,TEXT,83,success,13
1773003561532,TEXT,96,success,13
1773003561509,TEXT,119,success,3
1773003561538,TEXT,90,success,2
1773003561532,TEXT,96,success,11
1773003561541,TEXT,87,success,19
1773003561551,TEXT,77,success,19
1773003561506,TEXT,122,success,9
1773003561587,JOIN,41,success,19
1773003561506,TEXT,122,success,3
1773003561506,TEXT,122,success,17
1773003561593,TEXT,35,success,5
1773003561506,TEXT,122,success,11
1773003561628,TEXT,0,broadcast,5
1773003561627,TEXT,17,success,16
1773003561628,TEXT,24,success,13
1773003561628,TEXT,25,broadcast,2
1773003561653,TEXT,0,success,2
1773003561628,TEXT,31,success,19
1773003561551,TEXT,112,success,13
1773003561545,TEXT,118,success,16
1773003561509,TEXT,154,success,8
1773003561628,TEXT,35,broadcast,11
1773003561628,TEXT,42,broadcast,11
1773003561583,TEXT,90,success,8
1773003561583,TEXT,90,success,7
1773003561583,TEXT,90,success,18
1773003561583,TEXT,90,broadcast,11
1773003561587,TEXT,86,success,12
1773003561587,TEXT,86,success,1
1773003561583,TEXT,90,success,20
1773003561583,TEXT,91,success,13
1773003561587,TEXT,94,success,15
1773003561587,TEXT,94,success,15
1773003561663,TEXT,25,success,16
1773003561663,TEXT,34,success,13
1773003561663,TEXT,34,broadcast,11
1773003561673,TEXT,30,success,7
1773003561528,TEXT,175,success,11
1773003561516,TEXT,187,success,18
1773003561673,TEXT,30,broadcast,11
1773003561703,TEXT,0,success,7
1773003561628,TEXT,78,success,3
1773003561670,TEXT,36,success,11
1773003561673,TEXT,36,broadcast,18
1773003561628,TEXT,83,success,19
1773003561628,TEXT,83,success,13
1773003561583,TEXT,142,success,4
1773003561583,TEXT,142,success,4
1773003561674,TEXT,54,success,13
1773003561653,TEXT,75,success,2
1773003561628,TEXT,100,success,19
1773003561628,TEXT,100,success,3
1773003561703,TEXT,28,broadcast,11
1773003561703,TEXT,28,broadcast,18
1773003561652,TEXT,79,success,13
1773003561731,TEXT,0,broadcast,18
1773003561659,TEXT,72,success,19
1773003561590,TEXT,141,success,17
1773003561703,TEXT,28,broadcast,11
1773003561731,TEXT,0,broadcast,11
1773003561628,TEXT,108,success,17
1773003561728,TEXT,13,success,2
1773003561709,TEXT,32,broadcast,18
1773003561711,TEXT,30,success,13
1773003561706,TEXT,39,broadcast,11
1773003561711,TEXT,38,success,19
1773003561673,TEXT,78,success,1
1773003561703,TEXT,48,success,7
1773003561673,TEXT,81,success,12
1773003561731,TEXT,26,success,13
1773003561731,TEXT,26,broadcast,11
1773003561728,TEXT,29,success,19
1773003561731,TEXT,26,broadcast,18
1773003561731,TEXT,29,success,11
1773003561741,TEXT,35,broadcast,18
1773003561745,TEXT,31,success,11
1773003561697,TEXT,79,broadcast,11
1773003561731,TEXT,45,success,19
1773003561644,TEXT,132,success,16
1773003561628,TEXT,148,success,9
1773003561628,TEXT,148,success,5
1773003561688,TEXT,89,success,16
1773003561758,TEXT,21,broadcast,18
1773003561760,TEXT,24,broadcast,11
1773003561757,TEXT,27,broadcast,11
1773003561706,TEXT,79,success,3
1773003561749,TEXT,41,success,19
1773003561776,TEXT,19,success,11
1773003561795,TEXT,0,success,11
1773003561795,TEXT,1,success,11
1773003561796,TEXT,0,broadcast,11
1773003561741,TEXT,58,success,13
